review_id,matching_id,reviewer_id,reviewer_type,rating,comment,created_at
423,1648,273,guardian,3,무난했습니다.,2025-05-21
424,1649,273,guardian,3,보통이었습니다.,2026-03-10
425,1650,273,guardian,2,기대에 미치지 못했습니다.,2025-10-16
426,1656,274,guardian,2,소통이 어려웠습니다.,2025-12-30
427,1657,274,guardian,4,좋은 서비스였습니다.,2025-11-25
428,1666,276,guardian,2,기대에 미치지 못했습니다.,2025-11-15
429,1670,276,guardian,2,소통이 어려웠습니다.,2025-11-04
430,1672,277,guardian,2,아쉬운 점이 있었습니다.,2025-12-31
431,1673,277,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-26
432,1674,277,guardian,2,기대에 미치지 못했습니다.,2025-07-14
433,1675,277,guardian,2,아쉬운 점이 있었습니다.,2025-12-27
434,1683,279,guardian,3,보통이었습니다.,2025-11-03
435,1684,279,guardian,3,개선이 필요한 부분이 있습니다.,2025-02-01
436,1686,279,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-04-21
437,1690,280,guardian,2,소통이 어려웠습니다.,2025-09-14
438,1710,283,guardian,3,무난했습니다.,2025-02-24
439,1713,284,guardian,2,소통이 어려웠습니다.,2025-10-07
440,1729,286,guardian,2,기대에 미치지 못했습니다.,2026-01-04
441,1736,287,guardian,4,성실하게 케어해 주셨습니다.,2025-11-17
442,1741,288,guardian,2,소통이 어려웠습니다.,2025-07-25
443,1742,288,guardian,1,개선이 많이 필요합니다.,2025-07-14
444,1743,288,guardian,2,소통이 어려웠습니다.,2025-07-28
445,1749,289,guardian,3,무난했습니다.,2025-12-03
446,1756,291,guardian,2,기대에 미치지 못했습니다.,2025-08-02
447,1762,292,guardian,2,아쉬운 점이 있었습니다.,2025-06-08
448,1767,293,guardian,3,개선이 필요한 부분이 있습니다.,2025-05-28
449,1772,294,guardian,2,아쉬운 점이 있었습니다.,2025-04-29
450,1773,294,guardian,2,아쉬운 점이 있었습니다.,2025-07-11
451,1775,294,guardian,2,아쉬운 점이 있었습니다.,2026-03-11
452,1780,295,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-04
453,1782,295,guardian,2,아쉬운 점이 있었습니다.,2025-05-11
454,1786,296,guardian,2,기대에 미치지 못했습니다.,2025-07-08
455,1792,297,guardian,3,무난했습니다.,2025-08-12
456,1797,298,guardian,2,소통이 어려웠습니다.,2025-07-14
457,1802,299,guardian,2,소통이 어려웠습니다.,2025-06-23
458,1806,300,guardian,2,아쉬운 점이 있었습니다.,2025-05-19
459,1811,300,guardian,3,보통이었습니다.,2025-06-06
460,1812,300,guardian,3,무난했습니다.,2025-06-04
461,1818,301,guardian,3,무난했습니다.,2025-02-15
462,1819,301,guardian,3,보통이었습니다.,2025-10-12
463,1823,302,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-27
464,1824,302,guardian,2,기대에 미치지 못했습니다.,2025-03-14
465,1829,303,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-02
466,1834,304,guardian,3,무난했습니다.,2025-08-07
467,1835,304,guardian,3,개선이 필요한 부분이 있습니다.,2026-01-10
468,1845,305,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-26
469,1849,306,guardian,3,무난했습니다.,2025-01-23
470,1850,306,guardian,3,보통이었습니다.,2025-11-12
471,1852,306,guardian,1,개선이 많이 필요합니다.,2026-03-25
472,1853,307,guardian,2,아쉬운 점이 있었습니다.,2026-01-27
473,1854,307,guardian,2,기대에 미치지 못했습니다.,2025-05-20
474,1855,307,guardian,2,소통이 어려웠습니다.,2025-12-11
475,1857,308,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-05
476,1859,308,guardian,3,개선이 필요한 부분이 있습니다.,2025-12-28
477,1860,308,guardian,2,아쉬운 점이 있었습니다.,2025-10-10
478,1861,308,guardian,2,소통이 어려웠습니다.,2025-07-19
479,1862,309,guardian,3,보통이었습니다.,2026-01-25
480,1870,310,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-03
481,1871,310,guardian,2,기대에 미치지 못했습니다.,2025-03-03
482,1874,310,guardian,1,개선이 많이 필요합니다.,2026-02-06
483,1875,310,guardian,4,좋은 서비스였습니다.,2025-09-13
484,1880,311,guardian,4,좋은 서비스였습니다.,2025-06-30
485,1882,311,guardian,2,기대에 미치지 못했습니다.,2025-12-24
486,1883,312,guardian,3,무난했습니다.,2026-01-18
487,1884,312,guardian,2,아쉬운 점이 있었습니다.,2025-07-16
488,1889,313,guardian,3,무난했습니다.,2025-06-16
489,1893,313,guardian,3,보통이었습니다.,2025-05-03
490,1896,314,guardian,2,아쉬운 점이 있었습니다.,2025-08-07
491,1900,315,guardian,2,기대에 미치지 못했습니다.,2025-12-22
492,1903,315,guardian,4,성실하게 케어해 주셨습니다.,2025-08-12
493,1905,315,guardian,1,불만족스러웠습니다.,2026-02-10
494,1912,317,guardian,3,개선이 필요한 부분이 있습니다.,2025-01-14
495,1916,318,guardian,3,개선이 필요한 부분이 있습니다.,2025-03-18
496,1917,318,guardian,2,기대에 미치지 못했습니다.,2025-07-17
497,1925,319,guardian,2,소통이 어려웠습니다.,2025-10-07
498,1936,321,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-07
499,1938,322,guardian,1,불만족스러웠습니다.,2025-10-12
500,1943,323,guardian,2,아쉬운 점이 있었습니다.,2026-01-04
501,1944,323,guardian,1,불만족스러웠습니다.,2025-03-09
502,1945,323,guardian,2,소통이 어려웠습니다.,2025-08-07
503,1954,325,guardian,2,소통이 어려웠습니다.,2025-10-25
504,1960,325,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-06-07
505,1963,326,guardian,1,불만족스러웠습니다.,2025-11-07
506,1972,327,guardian,3,무난했습니다.,2025-12-11
507,1976,328,guardian,2,아쉬운 점이 있었습니다.,2025-03-09
508,1979,328,guardian,2,기대에 미치지 못했습니다.,2025-05-12
509,1980,328,guardian,3,무난했습니다.,2025-12-03
510,1982,329,guardian,2,아쉬운 점이 있었습니다.,2025-06-26
511,1987,329,guardian,2,소통이 어려웠습니다.,2025-04-23
512,1990,330,guardian,2,기대에 미치지 못했습니다.,2025-11-01
513,1991,330,guardian,3,개선이 필요한 부분이 있습니다.,2025-11-19
514,1995,331,guardian,2,아쉬운 점이 있었습니다.,2025-12-24
515,1996,331,guardian,2,아쉬운 점이 있었습니다.,2025-06-24
516,2006,332,guardian,3,무난했습니다.,2025-04-11
517,2008,333,guardian,4,성실하게 케어해 주셨습니다.,2025-12-11
518,2018,334,guardian,2,기대에 미치지 못했습니다.,2025-01-29
519,2020,334,guardian,2,기대에 미치지 못했습니다.,2025-10-18
520,2023,335,guardian,3,개선이 필요한 부분이 있습니다.,2026-02-19
521,2027,336,guardian,3,보통이었습니다.,2025-06-22
522,2041,338,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-15
523,2045,339,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-11
524,2046,339,guardian,3,무난했습니다.,2025-12-30
525,2048,339,guardian,3,보통이었습니다.,2025-05-27
526,2049,339,guardian,4,전반적으로 만족합니다.,2025-12-11
527,2055,340,guardian,3,개선이 필요한 부분이 있습니다.,2025-04-15
528,2056,340,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-02
529,2059,341,guardian,3,보통이었습니다.,2025-06-20
530,2063,341,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-02
531,2066,342,guardian,2,아쉬운 점이 있었습니다.,2025-10-17
532,2071,343,guardian,2,아쉬운 점이 있었습니다.,2025-05-15
533,2072,343,guardian,4,성실하게 케어해 주셨습니다.,2025-12-20
534,2074,343,guardian,2,소통이 어려웠습니다.,2025-12-09
535,2075,344,guardian,3,개선이 필요한 부분이 있습니다.,2025-11-09
536,2076,344,guardian,2,기대에 미치지 못했습니다.,2025-09-04
537,2080,344,guardian,2,기대에 미치지 못했습니다.,2025-10-16
538,2084,345,guardian,3,보통이었습니다.,2025-02-08
539,2088,346,guardian,3,보통이었습니다.,2025-02-12
540,2089,346,guardian,3,무난했습니다.,2025-05-13
541,2091,346,guardian,4,좋은 서비스였습니다.,2025-08-19
542,2096,348,guardian,3,무난했습니다.,2025-06-22
543,2098,348,guardian,3,개선이 필요한 부분이 있습니다.,2026-01-26
544,2099,348,guardian,3,개선이 필요한 부분이 있습니다.,2025-02-07
545,2101,349,guardian,3,개선이 필요한 부분이 있습니다.,2025-03-22
546,2105,349,guardian,2,소통이 어려웠습니다.,2025-11-09
547,2107,349,guardian,5,다음에도 꼭 부탁드리고 싶습니다.,2025-04-29
548,2114,350,guardian,3,보통이었습니다.,2025-03-17
549,2115,351,guardian,3,개선이 필요한 부분이 있습니다.,2025-04-15
550,2120,351,guardian,3,무난했습니다.,2025-08-24
551,2121,352,guardian,3,보통이었습니다.,2025-04-16
552,2126,352,guardian,2,기대에 미치지 못했습니다.,2025-10-08
553,2129,353,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-19
554,2135,354,guardian,4,전반적으로 만족합니다.,2025-08-21
555,2136,354,guardian,2,기대에 미치지 못했습니다.,2025-12-18
556,2138,354,guardian,3,보통이었습니다.,2026-02-06
557,2140,355,guardian,3,무난했습니다.,2026-02-08
558,2141,355,guardian,1,개선이 많이 필요합니다.,2025-12-22
559,2143,355,guardian,2,아쉬운 점이 있었습니다.,2025-06-09
560,2146,356,guardian,2,아쉬운 점이 있었습니다.,2025-04-13
561,2150,356,guardian,3,보통이었습니다.,2025-09-12
562,2153,357,guardian,2,아쉬운 점이 있었습니다.,2025-05-28
563,2154,357,guardian,2,소통이 어려웠습니다.,2025-07-08
564,2160,358,guardian,2,소통이 어려웠습니다.,2025-04-30
565,2161,358,guardian,3,개선이 필요한 부분이 있습니다.,2025-09-24
566,2164,359,guardian,3,무난했습니다.,2025-10-12
567,2169,360,guardian,2,기대에 미치지 못했습니다.,2025-08-18
568,2171,360,guardian,3,무난했습니다.,2025-11-08
569,2174,361,guardian,2,아쉬운 점이 있었습니다.,2025-06-27
570,2176,361,guardian,2,아쉬운 점이 있었습니다.,2025-07-20
571,2187,363,guardian,3,무난했습니다.,2026-01-19
572,2188,363,guardian,3,무난했습니다.,2026-01-06
573,2189,363,guardian,1,개선이 많이 필요합니다.,2025-09-07
574,2192,363,guardian,3,보통이었습니다.,2025-04-30
575,2193,363,guardian,3,보통이었습니다.,2026-02-17
576,2198,364,guardian,3,보통이었습니다.,2026-03-07
577,2205,365,guardian,2,아쉬운 점이 있었습니다.,2025-08-04
578,2206,365,guardian,2,소통이 어려웠습니다.,2026-01-23
579,2208,366,guardian,2,소통이 어려웠습니다.,2025-06-19
580,2210,366,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-25
581,2211,366,guardian,3,보통이었습니다.,2025-06-14
582,2212,366,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-03-19
583,2215,367,guardian,2,소통이 어려웠습니다.,2025-04-27
584,2217,367,guardian,4,좋은 서비스였습니다.,2025-12-17
585,2219,368,guardian,2,기대에 미치지 못했습니다.,2025-09-27
586,2221,368,guardian,2,기대에 미치지 못했습니다.,2025-03-07
587,2231,370,guardian,2,아쉬운 점이 있었습니다.,2025-10-23
588,2234,371,guardian,2,소통이 어려웠습니다.,2025-05-08
589,2235,371,guardian,3,보통이었습니다.,2025-12-30
590,2237,371,guardian,4,전반적으로 만족합니다.,2025-05-13
591,2241,371,guardian,2,아쉬운 점이 있었습니다.,2025-07-13
592,2245,372,guardian,3,무난했습니다.,2025-09-30
593,2248,373,guardian,1,불만족스러웠습니다.,2026-03-20
594,2249,373,guardian,4,전반적으로 만족합니다.,2025-08-11
595,2254,373,guardian,2,기대에 미치지 못했습니다.,2025-04-03
596,2255,374,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-24
597,2261,375,guardian,3,보통이었습니다.,2025-10-16
598,2263,375,guardian,3,보통이었습니다.,2025-06-27
599,2266,375,guardian,2,기대에 미치지 못했습니다.,2025-12-16
600,2268,376,guardian,4,성실하게 케어해 주셨습니다.,2025-01-27
601,2274,377,guardian,2,소통이 어려웠습니다.,2025-06-04
602,2277,377,guardian,2,소통이 어려웠습니다.,2026-02-03
603,2279,377,guardian,2,아쉬운 점이 있었습니다.,2025-10-26
604,2301,380,guardian,3,보통이었습니다.,2025-06-05
605,2312,383,guardian,2,소통이 어려웠습니다.,2026-01-06
606,2314,383,guardian,3,개선이 필요한 부분이 있습니다.,2025-12-11
607,2322,385,guardian,1,불만족스러웠습니다.,2025-06-16
608,2325,385,guardian,1,개선이 많이 필요합니다.,2025-01-13
609,2327,385,guardian,2,소통이 어려웠습니다.,2025-07-12
610,2334,386,guardian,4,전반적으로 만족합니다.,2025-04-24
611,2341,388,guardian,3,개선이 필요한 부분이 있습니다.,2025-12-03
612,2345,388,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-11
613,2351,389,guardian,3,무난했습니다.,2025-01-16
614,2354,390,guardian,2,소통이 어려웠습니다.,2025-09-29
615,2355,390,guardian,2,소통이 어려웠습니다.,2025-09-23
616,2357,390,guardian,3,개선이 필요한 부분이 있습니다.,2025-05-17
617,2370,393,guardian,2,아쉬운 점이 있었습니다.,2025-05-18
618,2371,393,guardian,4,좋은 서비스였습니다.,2025-03-13
619,2372,393,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-21
620,2375,394,guardian,3,보통이었습니다.,2025-02-28
621,2378,394,guardian,2,기대에 미치지 못했습니다.,2026-01-16
622,2380,395,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-29
623,2381,395,guardian,2,아쉬운 점이 있었습니다.,2025-12-24
624,2382,395,guardian,2,소통이 어려웠습니다.,2025-07-24
625,2389,397,guardian,3,무난했습니다.,2025-05-02
626,2395,398,guardian,2,소통이 어려웠습니다.,2025-05-27
627,2423,403,guardian,2,기대에 미치지 못했습니다.,2026-01-18
628,2430,404,guardian,2,소통이 어려웠습니다.,2025-07-08
629,2432,404,guardian,2,기대에 미치지 못했습니다.,2025-06-05
630,2443,406,guardian,2,소통이 어려웠습니다.,2026-02-14
631,2444,406,guardian,2,아쉬운 점이 있었습니다.,2025-03-01
632,2462,409,guardian,2,기대에 미치지 못했습니다.,2025-10-13
633,2465,409,guardian,3,보통이었습니다.,2025-07-29
634,2474,411,guardian,1,불만족스러웠습니다.,2025-09-02
635,2476,411,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-29
636,2478,411,guardian,2,소통이 어려웠습니다.,2026-01-17
637,2480,412,guardian,4,좋은 서비스였습니다.,2025-03-03
638,2482,412,guardian,2,소통이 어려웠습니다.,2026-03-14
639,2483,412,guardian,3,개선이 필요한 부분이 있습니다.,2025-03-12
640,2488,413,guardian,2,기대에 미치지 못했습니다.,2025-06-25
641,2493,413,guardian,2,아쉬운 점이 있었습니다.,2025-08-12
642,2498,414,guardian,2,소통이 어려웠습니다.,2025-07-06
643,2501,415,guardian,2,기대에 미치지 못했습니다.,2025-04-27
644,2502,415,guardian,2,기대에 미치지 못했습니다.,2025-11-08
645,2503,415,guardian,3,무난했습니다.,2025-10-10
646,2507,416,guardian,3,무난했습니다.,2025-05-29
647,2509,416,guardian,2,아쉬운 점이 있었습니다.,2025-12-16
648,2510,416,guardian,2,소통이 어려웠습니다.,2025-07-22
649,2512,416,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-23
650,2516,417,guardian,3,보통이었습니다.,2026-03-30
651,2520,417,guardian,2,소통이 어려웠습니다.,2025-10-19
652,2525,419,guardian,2,아쉬운 점이 있었습니다.,2025-08-15
653,2532,420,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-05-08
654,2535,420,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-01
655,2536,421,guardian,2,기대에 미치지 못했습니다.,2025-12-03
656,2537,421,guardian,3,보통이었습니다.,2025-04-27
657,2539,421,guardian,2,아쉬운 점이 있었습니다.,2025-07-02
658,2540,421,guardian,2,소통이 어려웠습니다.,2025-02-20
659,2542,421,guardian,3,개선이 필요한 부분이 있습니다.,2025-12-22
660,2543,422,guardian,3,무난했습니다.,2025-03-30
661,2553,423,guardian,2,소통이 어려웠습니다.,2026-01-09
662,2554,423,guardian,2,소통이 어려웠습니다.,2025-07-27
663,2561,424,guardian,2,아쉬운 점이 있었습니다.,2025-12-07
664,2562,425,guardian,2,소통이 어려웠습니다.,2025-05-11
665,2569,425,guardian,3,보통이었습니다.,2025-05-22
666,2572,426,guardian,3,개선이 필요한 부분이 있습니다.,2025-12-06
667,2582,428,guardian,2,아쉬운 점이 있었습니다.,2025-06-29
668,2586,429,guardian,2,아쉬운 점이 있었습니다.,2025-06-06
669,2588,429,guardian,2,소통이 어려웠습니다.,2025-06-11
670,2590,429,guardian,3,보통이었습니다.,2025-12-03
671,2591,429,guardian,2,아쉬운 점이 있었습니다.,2025-05-27
672,2592,430,guardian,3,보통이었습니다.,2025-01-04
673,2596,431,guardian,2,아쉬운 점이 있었습니다.,2026-02-05
674,2603,432,guardian,2,소통이 어려웠습니다.,2025-05-21
675,2609,433,guardian,1,다른 간병인을 추천받고 싶습니다.,2026-01-22
676,2611,433,guardian,3,개선이 필요한 부분이 있습니다.,2025-02-27
677,2614,434,guardian,2,아쉬운 점이 있었습니다.,2025-11-28
678,2619,435,guardian,1,불만족스러웠습니다.,2025-04-11
679,2621,435,guardian,2,소통이 어려웠습니다.,2025-05-08
680,2622,435,guardian,2,아쉬운 점이 있었습니다.,2025-07-30
681,2631,437,guardian,3,무난했습니다.,2025-11-16
682,2632,437,guardian,4,전반적으로 만족합니다.,2025-08-27
683,2635,437,guardian,3,무난했습니다.,2025-05-09
684,2638,438,guardian,2,아쉬운 점이 있었습니다.,2026-03-22
685,2640,438,guardian,4,성실하게 케어해 주셨습니다.,2025-11-27
686,2643,438,guardian,3,보통이었습니다.,2025-09-25
687,2644,438,guardian,3,보통이었습니다.,2025-09-11
688,2655,441,guardian,2,아쉬운 점이 있었습니다.,2025-10-30
689,2657,441,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-14
690,2658,441,guardian,3,무난했습니다.,2025-01-19
691,2660,442,guardian,2,아쉬운 점이 있었습니다.,2025-06-26
692,2662,442,guardian,2,기대에 미치지 못했습니다.,2025-07-24
693,2664,442,guardian,3,보통이었습니다.,2025-08-02
694,2669,443,guardian,2,아쉬운 점이 있었습니다.,2026-01-29
695,2673,443,guardian,2,기대에 미치지 못했습니다.,2025-11-08
696,2675,444,guardian,3,무난했습니다.,2025-07-30
697,2680,444,guardian,3,무난했습니다.,2025-11-05
698,2682,444,guardian,3,무난했습니다.,2025-04-25
699,2697,447,guardian,4,좋은 서비스였습니다.,2026-02-16
700,2699,447,guardian,2,기대에 미치지 못했습니다.,2025-06-23
701,2700,447,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-24
702,2705,448,guardian,3,개선이 필요한 부분이 있습니다.,2026-02-26
703,2706,448,guardian,2,기대에 미치지 못했습니다.,2025-02-24
704,2711,449,guardian,2,기대에 미치지 못했습니다.,2026-02-26
705,2717,450,guardian,2,소통이 어려웠습니다.,2025-06-09
706,2719,450,guardian,3,무난했습니다.,2025-05-23
707,2721,450,guardian,3,보통이었습니다.,2025-07-28
708,2722,450,guardian,3,개선이 필요한 부분이 있습니다.,2025-05-07
709,2723,451,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-30
710,2731,452,guardian,2,소통이 어려웠습니다.,2025-10-10
711,2736,452,guardian,2,기대에 미치지 못했습니다.,2025-03-29
712,2746,454,guardian,2,소통이 어려웠습니다.,2025-12-13
713,2749,455,guardian,3,보통이었습니다.,2025-03-20
714,2752,455,guardian,3,개선이 필요한 부분이 있습니다.,2025-10-06
715,2755,455,guardian,3,개선이 필요한 부분이 있습니다.,2025-04-10
716,2758,456,guardian,2,아쉬운 점이 있었습니다.,2025-06-18
717,2759,456,guardian,2,아쉬운 점이 있었습니다.,2025-08-06
718,2773,459,guardian,2,소통이 어려웠습니다.,2025-04-01
719,2782,461,guardian,2,기대에 미치지 못했습니다.,2025-10-19
720,2784,461,guardian,3,무난했습니다.,2025-11-05
721,2785,461,guardian,3,보통이었습니다.,2025-05-22
722,2791,463,guardian,3,보통이었습니다.,2025-10-31
723,2801,464,guardian,2,기대에 미치지 못했습니다.,2025-07-26
724,2803,464,guardian,3,보통이었습니다.,2025-09-29
725,2807,465,guardian,2,기대에 미치지 못했습니다.,2025-10-01
726,2810,465,guardian,2,소통이 어려웠습니다.,2025-08-24
727,2812,466,guardian,3,무난했습니다.,2025-11-12
728,2816,466,guardian,3,개선이 필요한 부분이 있습니다.,2026-02-13
729,2826,468,guardian,2,소통이 어려웠습니다.,2025-10-31
730,2827,468,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-07
731,2839,470,guardian,2,아쉬운 점이 있었습니다.,2026-01-02
732,2842,470,guardian,2,아쉬운 점이 있었습니다.,2026-03-08
733,2847,471,guardian,2,아쉬운 점이 있었습니다.,2025-12-07
734,2861,473,guardian,2,소통이 어려웠습니다.,2025-10-22
735,2868,474,guardian,2,기대에 미치지 못했습니다.,2025-09-22
736,2871,475,guardian,4,좋은 서비스였습니다.,2025-04-09
737,2872,475,guardian,4,성실하게 케어해 주셨습니다.,2025-04-11
738,2873,475,guardian,3,보통이었습니다.,2026-01-16
739,2875,476,guardian,3,무난했습니다.,2025-11-15
740,2882,477,guardian,2,소통이 어려웠습니다.,2026-04-02
741,2889,478,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-07-27
742,2890,478,guardian,3,보통이었습니다.,2025-02-14
743,2892,478,guardian,2,아쉬운 점이 있었습니다.,2025-05-11
744,2893,479,guardian,2,아쉬운 점이 있었습니다.,2026-01-14
745,2894,479,guardian,3,개선이 필요한 부분이 있습니다.,2025-08-07
746,2896,479,guardian,2,아쉬운 점이 있었습니다.,2025-03-27
747,2902,480,guardian,2,아쉬운 점이 있었습니다.,2025-09-03
748,2913,482,guardian,3,보통이었습니다.,2025-06-21
749,2916,483,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-25
750,2917,483,guardian,2,기대에 미치지 못했습니다.,2025-03-29
751,2918,483,guardian,2,기대에 미치지 못했습니다.,2025-07-15
752,2922,483,guardian,3,무난했습니다.,2025-08-12
753,2923,483,guardian,2,소통이 어려웠습니다.,2025-05-27
754,2926,484,guardian,3,보통이었습니다.,2025-04-06
755,2927,484,guardian,2,소통이 어려웠습니다.,2025-09-10
756,2929,485,guardian,1,불만족스러웠습니다.,2025-06-14
757,2935,486,guardian,3,개선이 필요한 부분이 있습니다.,2026-01-10
758,2937,486,guardian,4,좋은 서비스였습니다.,2025-05-23
759,2944,487,guardian,2,기대에 미치지 못했습니다.,2025-06-16
760,2945,487,guardian,2,아쉬운 점이 있었습니다.,2025-07-09
761,2951,488,guardian,2,아쉬운 점이 있었습니다.,2025-02-04
762,2953,489,guardian,1,다른 간병인을 추천받고 싶습니다.,2025-05-06
763,2957,489,guardian,2,기대에 미치지 못했습니다.,2025-10-03
764,2958,489,guardian,3,보통이었습니다.,2025-05-01
765,2960,490,guardian,2,소통이 어려웠습니다.,2026-02-21
766,2965,490,guardian,3,보통이었습니다.,2025-11-29
767,2966,490,guardian,2,아쉬운 점이 있었습니다.,2025-12-19
768,2967,490,guardian,2,기대에 미치지 못했습니다.,2026-02-22
769,2973,492,guardian,3,개선이 필요한 부분이 있습니다.,2025-11-15
770,2974,492,guardian,2,소통이 어려웠습니다.,2025-03-18
771,2977,492,guardian,4,전반적으로 만족합니다.,2025-03-24
772,2979,492,guardian,2,기대에 미치지 못했습니다.,2025-07-11
773,2983,493,guardian,2,기대에 미치지 못했습니다.,2025-11-30
774,2984,493,guardian,3,무난했습니다.,2025-02-28
775,2989,494,guardian,2,기대에 미치지 못했습니다.,2025-08-24
776,2990,494,guardian,2,아쉬운 점이 있었습니다.,2025-07-04
777,2992,495,guardian,2,기대에 미치지 못했습니다.,2025-11-03
778,2996,495,guardian,3,개선이 필요한 부분이 있습니다.,2026-02-11
779,3000,496,guardian,3,보통이었습니다.,2026-01-12
780,3002,497,guardian,2,기대에 미치지 못했습니다.,2025-12-06
781,3006,498,guardian,3,개선이 필요한 부분이 있습니다.,2025-07-25
782,3007,498,guardian,3,무난했습니다.,2025-04-04
783,3009,498,guardian,3,개선이 필요한 부분이 있습니다.,2025-06-05
784,3017,499,guardian,3,무난했습니다.,2025-04-25
785,3020,499,guardian,2,소통이 어려웠습니다.,2026-01-01
