matching_id,request_id,patient_id,caregiver_id,personality_score,specialty_score,region_score,total_score,grade,status,ai_comment,contract_start_date,contract_end_date,created_at
446,74,74,743,74.5,33.3,50.0,48.4,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-25
447,74,74,894,74.9,0.0,75.0,40.3,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-01
448,74,74,705,83.4,33.3,50.0,51.9,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-03-17,2025-07-05,2025-09-10
449,75,75,514,83.8,50.0,50.0,64.2,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-30
450,75,75,794,76.5,50.0,75.0,61.9,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-02-12
451,75,75,627,63.5,25.0,75.0,49.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-26,2025-08-09,2025-06-19
452,75,75,943,83.3,25.0,75.0,62.0,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-05-06,,2025-05-29
453,75,75,483,76.8,0.0,75.0,47.4,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-13
454,75,75,894,82.8,25.0,75.0,59.2,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-14
455,75,75,869,89.3,25.0,75.0,61.1,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-07-23
456,76,76,572,76.5,25.0,75.0,58.2,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-12
457,76,76,306,72.9,25.0,75.0,56.2,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-17
458,76,76,231,80.9,75.0,50.0,70.6,B+,selected,전반적으로 좋은 매칭입니다.,,,2024-11-22
459,76,76,965,78.0,50.0,75.0,63.8,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-02-06
460,76,76,997,73.6,25.0,75.0,56.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-08
461,76,76,305,73.8,25.0,50.0,51.5,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-01
462,77,77,295,83.5,50.0,75.0,66.4,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-03-16,2025-06-19,2025-03-26
463,77,77,979,87.0,25.0,75.0,56.9,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-01-14,2025-04-23,2025-10-02
464,77,77,732,84.2,0.0,75.0,45.6,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-19
465,77,77,81,74.8,25.0,75.0,59.0,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-04
466,78,78,54,87.1,0.0,75.0,48.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-10-28
467,78,78,103,81.7,50.0,75.0,63.7,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-09-07
468,78,78,424,78.7,50.0,75.0,65.4,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-02-27,2025-07-29,2025-08-16
469,78,78,339,84.6,25.0,75.0,56.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-27
470,78,78,735,85.9,50.0,75.0,72.9,B+,cancelled,주요 질환에 대한 케어 경험이 있습니다.,,,2024-12-28
471,79,79,238,84.6,50.0,75.0,72.6,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-08-28
472,79,79,548,87.3,25.0,75.0,63.7,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2025-05-07
473,79,79,757,91.2,0.0,50.0,47.3,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-08
474,79,79,741,86.8,25.0,75.0,63.8,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-06-02,2025-07-11,2025-06-27
475,79,79,871,84.4,75.0,75.0,82.6,A,completed,성격 궁합이 좋아 원활한 소통이 기대됩니다.,2025-05-10,2025-08-20,2025-01-02
476,79,79,960,78.5,25.0,75.0,60.1,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2025-03-13
477,79,79,39,83.0,25.0,75.0,57.5,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-09-30
478,79,79,936,84.5,50.0,75.0,66.6,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-03-08,,2025-07-18
479,80,80,15,73.0,50.0,50.0,58.7,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-29
480,80,80,755,81.1,50.0,50.0,62.0,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2024-12-05,,2025-04-22
481,80,80,346,76.5,75.0,50.0,69.4,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-09-14,2026-01-24,2025-10-09
482,80,80,810,84.9,25.0,50.0,52.0,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-06-23,,2025-07-16
483,80,80,303,71.6,25.0,50.0,46.4,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-06
484,81,81,977,63.9,50.0,75.0,56.2,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2024-11-28,,2024-12-07
485,81,81,338,79.3,25.0,50.0,47.6,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-27
486,81,81,310,61.5,25.0,75.0,49.9,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-03
487,81,81,597,80.9,50.0,75.0,68.9,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2024-10-28
488,81,81,741,81.2,0.0,75.0,45.3,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-03
489,81,81,587,72.6,25.0,50.0,52.1,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-22
490,82,82,227,83.2,25.0,50.0,56.5,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-04-20,2025-09-03,2025-02-18
491,82,82,225,79.8,50.0,75.0,69.7,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-01
492,82,82,981,75.9,25.0,50.0,46.5,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-27,,2025-03-02
493,82,82,137,82.4,0.0,50.0,40.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-25
494,82,82,490,71.3,50.0,50.0,53.2,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-30
495,82,82,157,79.0,25.0,20.0,38.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-03-13
496,82,82,466,78.0,25.0,50.0,46.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-11
497,82,82,766,81.3,25.0,50.0,47.6,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-14
498,83,83,697,91.2,33.3,75.0,63.9,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-04-12
499,83,83,211,83.5,33.3,75.0,64.4,B,cancelled,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-09-20
500,83,83,735,90.0,33.3,75.0,63.7,B,cancelled,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-02-11
501,83,83,598,85.4,33.3,75.0,57.6,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-03-06,,2025-06-22
502,84,84,406,66.0,25.0,100.0,60.6,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-01-05,,2025-11-03
503,84,84,261,63.2,25.0,75.0,50.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-25
504,84,84,837,76.5,25.0,50.0,49.7,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-09-28,2025-11-14,2025-11-10
505,84,84,4,72.7,25.0,50.0,50.6,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2024-12-04,,2024-12-31
506,85,85,384,92.4,33.3,75.0,63.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2024-12-12
507,85,85,913,80.4,33.3,50.0,58.6,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-19
508,85,85,392,82.3,0.0,20.0,35.3,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-05-03,2025-07-02,2025-02-24
509,85,85,460,86.6,0.0,75.0,51.4,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-11-25
510,85,85,891,71.8,33.3,50.0,53.5,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-05-29,2025-10-24,2024-11-23
511,85,85,940,77.9,33.3,50.0,51.9,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-23
512,85,85,929,76.7,100.0,50.0,78.9,B+,active,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-08-10,,2025-08-22
513,86,86,33,89.0,0.0,50.0,44.8,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-26
514,86,86,829,73.4,33.3,75.0,54.8,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-09-07,2025-10-15,2025-01-24
515,86,86,677,76.4,0.0,75.0,42.9,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-05
516,86,86,430,77.7,0.0,75.0,45.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-07
517,87,87,144,83.2,33.3,75.0,64.4,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-02-05
518,87,87,516,80.2,33.3,20.0,44.6,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-26,2025-04-17,2025-06-25
519,87,87,297,77.5,0.0,100.0,52.3,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-26
520,87,87,240,78.0,66.7,75.0,70.5,B+,recommended,전반적으로 좋은 매칭입니다.,,,2025-01-28
521,88,88,642,71.2,25.0,75.0,49.1,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-01
522,88,88,696,87.8,0.0,75.0,51.2,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-16
523,88,88,438,69.0,50.0,75.0,64.8,B,cancelled,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-09-11
524,88,88,570,75.0,50.0,75.0,63.0,B,completed,일부 조건에서 조율이 필요할 수 있습니다.,2025-07-26,2026-01-09,2025-07-26
525,88,88,508,75.0,75.0,50.0,72.3,B+,completed,주요 질환에 대한 케어 경험이 있습니다.,2025-08-16,2026-01-11,2025-02-12
526,89,89,543,81.7,25.0,75.0,53.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-21
527,89,89,138,88.4,25.0,75.0,55.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-21
528,89,89,398,80.8,50.0,75.0,62.6,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2024-12-17
529,89,89,249,86.5,25.0,75.0,60.1,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-10-20
530,89,89,262,82.3,50.0,75.0,64.4,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-01-01,2025-06-23,2025-03-26
531,89,89,209,83.8,50.0,75.0,66.1,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-10-21,2026-01-13,2024-11-12
532,89,89,339,80.4,25.0,75.0,61.0,B,cancelled,적응 기간이 다소 필요할 수 있습니다.,,,2025-01-21
533,89,89,663,73.2,25.0,75.0,56.4,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-27
534,90,90,330,73.1,100.0,50.0,76.2,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-04-27,2025-10-05,2025-04-02
535,90,90,795,72.3,33.3,50.0,50.8,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-18,2025-08-08,2025-06-19
536,90,90,290,69.9,0.0,75.0,46.8,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-13
537,90,90,390,80.2,66.7,50.0,62.4,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-01-18,2025-07-16,2024-11-23
538,90,90,478,59.2,33.3,75.0,49.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-16
539,90,90,547,58.3,66.7,75.0,66.5,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2025-03-16
540,90,90,665,66.4,0.0,75.0,42.5,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-07
541,90,90,368,74.1,0.0,75.0,42.2,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-21
542,91,91,472,87.8,66.7,75.0,78.4,B+,completed,전반적으로 좋은 매칭입니다.,2025-02-20,2025-05-08,2025-01-02
543,91,91,173,88.2,66.7,75.0,71.6,B+,recommended,주요 질환에 대한 케어 경험이 있습니다.,,,2024-12-19
544,91,91,751,78.4,0.0,75.0,41.7,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-10-25,,2025-09-17
545,91,91,815,78.0,66.7,75.0,76.2,B+,completed,전반적으로 좋은 매칭입니다.,2025-07-02,2025-08-18,2025-09-10
546,91,91,361,77.7,33.3,20.0,45.1,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-14
547,91,91,174,76.3,0.0,75.0,46.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-03-24
548,91,91,144,78.5,33.3,75.0,61.2,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-10-20,2025-11-20,2025-02-17
549,92,92,740,71.7,33.3,75.0,58.9,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-03
550,92,92,282,76.2,66.7,75.0,76.3,B+,completed,주요 질환에 대한 케어 경험이 있습니다.,2025-02-02,2025-04-11,2025-08-20
551,92,92,549,74.7,33.3,75.0,61.4,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2025-06-14,,2025-10-17
552,92,92,294,83.7,0.0,75.0,46.8,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-04-04,2025-08-29,2025-07-25
553,92,92,18,70.5,0.0,75.0,41.4,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-27
554,92,92,515,76.2,33.3,75.0,63.7,B,active,기본적인 케어 역량을 갖추고 있습니다.,2024-11-30,,2025-10-10
555,92,92,833,77.1,66.7,75.0,71.5,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-04-18,2025-10-06,2025-10-29
556,92,92,715,77.7,33.3,75.0,56.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-04-18
557,93,93,580,72.1,0.0,75.0,48.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-10
558,93,93,879,71.9,0.0,75.0,47.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-02-09
559,93,93,998,63.9,25.0,75.0,50.9,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-10-05,2025-11-23,2025-07-06
560,93,93,98,74.9,25.0,75.0,56.6,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-07-29,,2025-11-18
561,93,93,917,75.7,25.0,75.0,59.9,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-01-01,2025-03-08,2025-05-07
562,93,93,541,85.3,50.0,50.0,59.0,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-02-09
563,94,94,694,85.5,50.0,75.0,65.1,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2024-11-21
564,94,94,919,86.0,0.0,75.0,44.7,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-02
565,94,94,554,86.7,0.0,75.0,44.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-31
566,94,94,340,86.6,25.0,75.0,62.4,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-05-07,,2024-10-29
567,94,94,394,87.8,25.0,75.0,60.6,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-05-07
568,94,94,774,87.5,0.0,50.0,47.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-11
569,94,94,758,80.8,50.0,50.0,62.1,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-03-12,2025-08-14,2025-05-28
570,95,95,191,78.0,50.0,75.0,67.3,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-26
571,95,95,697,84.8,25.0,75.0,54.2,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-09
572,95,95,600,86.0,75.0,50.0,71.4,B+,completed,전반적으로 좋은 매칭입니다.,2024-12-08,2025-02-15,2025-05-11
573,95,95,677,78.1,25.0,75.0,52.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-04-13
574,95,95,390,74.5,25.0,50.0,47.2,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-06-12,,2025-09-20
575,95,95,88,80.8,25.0,75.0,52.9,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-03-22,2025-08-13,2025-02-15
576,95,95,791,85.2,50.0,75.0,63.8,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-04-30,2025-10-18,2025-01-25
577,96,96,13,75.2,25.0,75.0,59.1,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-02-07
578,96,96,299,82.9,50.0,100.0,74.2,B+,completed,주요 질환에 대한 케어 경험이 있습니다.,2025-04-17,2025-06-29,2025-07-12
579,96,96,424,64.3,25.0,75.0,47.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-04-18
580,96,96,398,83.4,50.0,75.0,65.7,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-03-24
581,96,96,798,83.1,50.0,75.0,70.7,B+,selected,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-07-21
582,96,96,87,81.6,25.0,75.0,61.8,B,cancelled,적응 기간이 다소 필요할 수 있습니다.,,,2025-01-10
583,96,96,743,84.1,25.0,50.0,51.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-18
584,97,97,110,83.3,0.0,75.0,51.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-11
585,97,97,139,71.2,33.3,75.0,56.4,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-03-22,,2025-01-26
586,97,97,312,81.3,66.7,20.0,56.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-22
587,97,97,7,86.2,0.0,75.0,53.4,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-26
588,97,97,972,85.2,33.3,75.0,60.0,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-06-16
589,97,97,406,79.9,33.3,75.0,58.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-06
590,97,97,341,72.5,66.7,75.0,70.7,B+,recommended,전반적으로 좋은 매칭입니다.,,,2025-07-25
591,98,98,386,62.4,25.0,75.0,46.7,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-16
592,98,98,288,90.1,0.0,75.0,51.2,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-01-22,,2024-12-12
593,98,98,837,56.8,50.0,50.0,55.1,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-19
594,98,98,805,66.1,50.0,75.0,61.5,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-08-11
595,98,98,403,79.0,25.0,100.0,62.0,B,completed,일부 조건에서 조율이 필요할 수 있습니다.,2025-06-01,2025-07-18,2024-12-17
596,98,98,374,54.9,50.0,75.0,56.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-24
597,99,99,733,72.0,50.0,50.0,57.2,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2024-12-26,,2025-02-01
598,99,99,434,80.4,0.0,100.0,52.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-07
599,99,99,809,86.1,0.0,50.0,41.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-26
600,99,99,387,88.5,25.0,75.0,61.8,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-01-26
601,99,99,76,86.0,25.0,75.0,60.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-10-02
602,100,100,674,79.8,50.0,50.0,61.6,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2024-12-31
603,100,100,681,86.1,0.0,75.0,50.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-06
604,100,100,364,73.6,50.0,75.0,62.8,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-10-03
605,100,100,171,88.2,50.0,50.0,58.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-08-05
606,100,100,663,85.5,0.0,75.0,48.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-02-14
607,101,101,705,88.5,25.0,50.0,55.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-03-15
608,101,101,590,80.9,25.0,75.0,53.6,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-24
609,101,101,227,82.4,25.0,75.0,53.6,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-10-14
610,101,101,457,79.9,25.0,75.0,52.9,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-17,,2025-06-20
611,101,101,384,94.0,25.0,50.0,53.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-05
612,101,101,401,84.8,0.0,75.0,48.3,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-27,2025-04-22,2024-11-22
613,101,101,475,78.5,50.0,75.0,61.9,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-10-06,2025-12-04,2025-06-04
614,101,101,791,86.5,0.0,75.0,52.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-25
615,102,102,179,80.0,0.0,75.0,44.1,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-04-04,2025-06-20,2025-01-03
616,102,102,566,76.5,0.0,50.0,34.6,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-08-17
617,102,102,164,78.8,25.0,75.0,55.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-11
618,102,102,339,81.2,0.0,75.0,42.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-13
619,102,102,574,92.9,25.0,75.0,59.0,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-09-26,2026-03-22,2025-02-25
620,102,102,437,77.9,25.0,75.0,53.0,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-31,2025-12-06,2025-03-21
621,102,102,982,83.0,25.0,75.0,55.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-18
622,102,102,474,82.7,25.0,50.0,50.4,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-01
623,103,103,866,66.9,0.0,50.0,38.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-16
624,103,103,469,75.5,25.0,50.0,49.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-19
625,103,103,633,84.9,25.0,75.0,56.6,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-23
626,103,103,177,65.7,50.0,75.0,57.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-06
627,103,103,834,79.5,0.0,75.0,43.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-04-26
628,103,103,690,81.4,25.0,75.0,58.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-01-07,2025-05-15,2025-08-23
629,104,104,569,83.8,0.0,75.0,44.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-13
630,104,104,171,89.2,0.0,50.0,39.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-22
631,104,104,502,71.9,50.0,75.0,63.8,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-07-21,2025-11-26,2025-03-13
632,104,104,296,73.1,0.0,75.0,46.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-03-30,2025-08-20,2025-09-02
633,104,104,144,79.1,0.0,75.0,49.4,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-30
634,105,105,282,74.4,33.3,75.0,54.8,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-02-10
635,105,105,231,77.2,66.7,50.0,68.6,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-02-18
636,105,105,551,78.6,0.0,50.0,40.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-29
637,105,105,296,86.2,0.0,75.0,46.6,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-23
638,106,106,843,82.9,50.0,50.0,66.4,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-15
639,106,106,775,79.1,25.0,100.0,66.0,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-06-27
640,106,106,43,87.1,50.0,75.0,73.0,B+,selected,주요 질환에 대한 케어 경험이 있습니다.,,,2025-04-10
641,106,106,779,79.4,50.0,75.0,64.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-04-16
642,106,106,737,85.1,25.0,50.0,55.9,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-10-25
643,106,106,452,72.5,25.0,75.0,57.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-14
644,106,106,560,81.5,25.0,75.0,58.2,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-28
645,106,106,224,70.9,50.0,20.0,50.9,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-03
646,107,107,143,74.7,25.0,75.0,55.2,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-27,2025-06-12,2025-06-14
647,107,107,804,49.7,0.0,75.0,34.0,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-03-08
648,107,107,212,58.9,75.0,75.0,74.2,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-09-10,2025-11-13,2025-10-27
649,107,107,834,50.7,50.0,75.0,52.8,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-08-22,2025-11-23,2024-11-27
650,107,107,825,67.9,25.0,75.0,55.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-09
651,107,107,61,72.1,0.0,100.0,50.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-07
652,107,107,584,74.4,0.0,75.0,42.5,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-18
653,107,107,360,61.2,25.0,75.0,49.7,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-10-29
654,108,108,413,70.9,50.0,50.0,59.3,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-04-23,2025-09-16,2025-06-12
655,108,108,528,89.1,75.0,75.0,75.9,B+,active,전반적으로 좋은 매칭입니다.,2025-03-08,,2024-12-21
